S.no,employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
815,00-62394739,Susan,Lopez,Female,New York,Buffalo,20-12-2023,Operations,Operations Analyst,Bachelor,"87,022",Good,No,18-03-1999,
816,00-27327046,Jennifer,Miller,Male,New York,New York City,17-10-2021,Sales,Sales Representative,High School,"1,04,523",Satisfactory,Yes,24-03-1973,
817,00-38109613,Sarah,Johnson,Male,New York,New York City,09-01-2019,Operations,Logistics Coordinator,Master,"70,788",Satisfactory,Yes,19-03-1993,
818,00-77575794,Mary,Williams,Female,New York,Buffalo,30-10-2019,Operations,Operations Manager,Bachelor,"65,818",Satisfactory,Yes,25-03-1969,
819,00-44604301,David,Lopez,Male,New York,New York City,21-08-2023,Finance,Financial Analyst,Bachelor,"1,17,552",Needs Improvement,No,26-03-1966,
820,00-16767531,Joseph,Anderson,Male,New York,New York City,09-03-2016,IT,IT Manager,High School,"1,16,493",Good,Yes,18-03-1998,
821,00-25845657,Michael,Lopez,Male,New York,New York City,03-03-2023,Operations,Logistics Coordinator,PhD,"1,16,308",Good,Yes,24-03-1973,
822,00-23327047,Robert,Lopez,Male,Michigan,Grand Rapids,09-03-2024,IT,Software Developer,High School,"76,462",Satisfactory,No,23-03-1976,
823,00-10884169,Linda,Thomas,Male,New York,Buffalo,20-03-2018,IT,Software Developer,High School,"84,867",Excellent,No,22-03-1981,
824,00-65701512,Barbara,Davis,Female,Michigan,Detroit,13-06-2023,Marketing,Marketing Coordinator,Bachelor,"68,087",Good,No,23-03-1977,
825,00-64936566,Joseph,Taylor,Female,New York,Rochester,21-01-2019,Operations,Operations Manager,PhD,"69,082",Satisfactory,No,16-03-2004,
826,00-79437366,John,Williams,Male,New York,Buffalo,13-07-2018,Customer Service,Help Desk Technician,Bachelor,"1,06,894",Good,Yes,17-03-2001,
827,00-14978636,Robert,Jackson,Female,New York,New York City,31-01-2022,Operations,Logistics Coordinator,PhD,"1,02,691",Satisfactory,No,25-03-1969,
828,00-52103461,Barbara,Smith,Female,Florida,Orlando,01-12-2020,Sales,Sales Consultant,PhD,"1,08,482",Satisfactory,No,20-03-1991,
829,00-93800137,Karen,Anderson,Female,New York,Rochester,15-11-2018,IT,IT Support Specialist,Bachelor,"89,522",Satisfactory,No,18-03-1999,29-03-2021
830,00-62344046,Robert,Taylor,Male,New York,Rochester,08-03-2018,Marketing,SEO Specialist,High School,"1,17,065",Satisfactory,No,25-03-1969,
831,00-55729171,Jennifer,Smith,Female,New York,New York City,25-12-2024,Operations,Logistics Coordinator,Bachelor,"89,838",Good,Yes,23-03-1977,
832,00-24823261,Mary,Lopez,Female,New York,Buffalo,12-01-2022,Customer Service,Support Specialist,High School,"56,256",Needs Improvement,No,18-03-1997,
833,00-86830962,James,Anderson,Male,New York,Buffalo,25-08-2017,Operations,Operations Analyst,Master,"89,216",Good,No,21-03-1986,
834,00-86875315,Robert,Gonzalez,Female,New York,Rochester,09-04-2023,IT,Software Developer,High School,"92,971",Good,Yes,25-03-1971,
835,00-58488507,Joseph,Brown,Female,Michigan,Detroit,24-12-2022,Marketing,Marketing Coordinator,PhD,"60,740",Good,No,18-03-1999,14-06-2028
836,00-27456803,Jessica,Miller,Male,New York,Buffalo,16-11-2015,Customer Service,Support Specialist,PhD,"1,18,019",Good,No,23-03-1979,
837,00-88423925,Jessica,Wilson,Female,New York,Buffalo,23-09-2022,Operations,Inventory Specialist,PhD,"71,344",Good,Yes,19-03-1995,
838,00-75063976,Joseph,Jones,Male,New York,Rochester,03-10-2020,Operations,Operations Manager,Bachelor,"1,09,694",Satisfactory,No,24-03-1974,16-02-2022
839,00-85031292,Barbara,Brown,Male,North Carolina,Greensboro,23-07-2024,Finance,Accounts Payable Specialist,High School,"65,842",Satisfactory,No,22-03-1981,
840,00-15406577,Thomas,Jones,Female,New York,New York City,02-03-2019,Sales,Sales Specialist,Master,"89,748",Good,No,21-03-1986,
841,00-29175605,Robert,Jackson,Male,New York,Buffalo,19-07-2015,IT,System Administrator,Master,"78,256",Needs Improvement,Yes,19-03-1993,
842,00-75604774,James,Brown,Male,New York,Rochester,29-11-2018,Operations,Operations Manager,High School,"1,04,732",Excellent,Yes,24-03-1974,
843,00-85935555,Joseph,Hernandez,Female,New York,Buffalo,30-04-2020,Operations,Operations Analyst,Bachelor,"1,16,160",Good,No,24-03-1975,
844,00-99552852,Joseph,Jones,Male,New York,Rochester,25-08-2018,Finance,Finance Manager,PhD,"1,00,755",Satisfactory,Yes,20-03-1990,
845,00-55499525,Sarah,Johnson,Female,New York,Rochester,24-12-2024,Customer Service,Help Desk Technician,Master,"61,603",Satisfactory,No,19-03-1994,
846,00-86771841,Elizabeth,Moore,Male,New York,Rochester,22-05-2016,Operations,Operations Manager,Bachelor,"56,930",Good,Yes,25-03-1968,
847,00-73865585,Thomas,Smith,Male,New York,New York City,20-05-2022,Sales,Sales Consultant,High School,"86,039",Satisfactory,Yes,20-03-1991,
848,00-87786253,Joseph,Williams,Female,New York,Rochester,21-10-2021,Operations,Logistics Coordinator,PhD,"55,896",Satisfactory,No,24-03-1973,
849,00-13122340,David,Wilson,Male,New York,New York City,27-08-2019,Operations,Operations Manager,Master,"1,00,070",Good,No,20-03-1988,13-09-2020
850,00-82716383,Jennifer,Martinez,Male,New York,New York City,18-01-2017,IT,System Administrator,High School,"70,214",Good,No,21-03-1985,
851,00-32708438,Mary,Martin,Female,New York,Buffalo,13-01-2017,Sales,Sales Manager,High School,"89,062",Good,Yes,22-03-1980,29-04-2018
852,00-65408139,David,Rodriguez,Male,Michigan,Grand Rapids,13-04-2024,Marketing,Marketing Manager,High School,"76,549",Good,No,20-03-1989,
853,00-88655491,Linda,Thomas,Female,North Carolina,Greensboro,09-06-2023,Marketing,Marketing Coordinator,High School,"85,296",Good,No,17-03-2001,
854,00-84238655,Susan,Williams,Female,New York,Buffalo,29-04-2015,IT,IT Support Specialist,Bachelor,"52,440",Satisfactory,No,21-03-1987,
855,00-88674767,Patricia,Davis,Male,Michigan,Warren,22-04-2022,IT,Software Developer,Master,"1,03,313",Good,No,23-03-1976,13-05-2026
856,00-77166896,Michael,Jones,Male,New York,Buffalo,22-01-2021,Sales,Sales Consultant,Bachelor,"1,05,542",Good,No,25-03-1969,
857,00-10134359,Joseph,Martin,Female,Illinois,Aurora,28-04-2022,Sales,Sales Consultant,High School,"57,887",Excellent,No,24-03-1974,
858,00-43673745,Richard,Lopez,Male,North Carolina,Greensboro,21-05-2017,Operations,Logistics Coordinator,High School,"71,157",Good,No,25-03-1970,
859,00-50350996,John,Gonzalez,Male,New York,Rochester,18-05-2016,Operations,Operations Analyst,Master,"1,06,618",Satisfactory,No,20-03-1991,
860,00-52722031,David,Rodriguez,Female,New York,Rochester,29-01-2020,IT,System Administrator,Bachelor,"92,157",Good,No,22-03-1983,
861,00-90465362,David,Smith,Female,Michigan,Warren,01-07-2016,Operations,Operations Manager,PhD,"50,560",Good,No,16-03-2004,
862,00-65453803,Sarah,Thomas,Female,New York,Buffalo,13-01-2021,Operations,Operations Manager,High School,"54,056",Satisfactory,No,23-03-1976,
863,00-57378150,Richard,Martin,Female,Michigan,Grand Rapids,04-05-2019,IT,Software Developer,High School,"66,353",Satisfactory,No,24-03-1975,
864,00-35902794,Joseph,Smith,Female,Florida,Miami,02-05-2023,IT,IT Manager,Master,"96,900",Good,No,19-03-1992,07-04-2027
865,00-93917830,Elizabeth,Davis,Male,Michigan,Detroit,15-07-2020,Operations,Logistics Coordinator,High School,"86,799",Good,No,24-03-1973,
866,00-91339562,Michael,Smith,Male,New York,New York City,17-03-2024,Customer Service,Help Desk Technician,High School,"86,352",Excellent,No,25-03-1968,
867,00-32881048,Sarah,Miller,Female,New York,Rochester,15-04-2023,Marketing,SEO Specialist,High School,"66,809",Satisfactory,No,17-03-2000,
868,00-86491124,Linda,Taylor,Female,New York,Rochester,10-10-2023,Customer Service,Support Specialist,Bachelor,"53,030",Good,Yes,25-03-1970,
869,00-85177493,Joseph,Smith,Female,New York,Buffalo,10-03-2022,Customer Service,Customer Service Manager,Master,"1,06,694",Satisfactory,No,23-03-1978,
870,00-79564413,Joseph,Thomas,Female,Pennsylvania,Pittsburgh,19-10-2020,Operations,Operations Manager,Bachelor,"56,155",Satisfactory,No,21-03-1987,
871,00-81458898,Joseph,Hernandez,Male,New York,New York City,25-05-2019,Marketing,SEO Specialist,Master,"60,722",Needs Improvement,No,25-03-1968,
872,00-40283277,Susan,Williams,Male,New York,New York City,17-03-2017,Operations,Operations Analyst,Master,"90,737",Good,Yes,17-03-2000,
873,00-22982357,James,Thomas,Female,New York,Buffalo,23-01-2024,Operations,Operations Manager,Master,"82,821",Good,Yes,20-03-1989,21-11-2025
874,00-55741665,Mary,Hernandez,Male,New York,Rochester,27-11-2023,Marketing,SEO Specialist,High School,"1,07,478",Good,Yes,18-03-1998,
875,00-87703269,Patricia,Williams,Female,New York,New York City,17-05-2015,IT,IT Support Specialist,Master,"58,523",Good,No,18-03-1996,13-05-2020
876,00-69313284,Mary,Martinez,Male,New York,Rochester,08-01-2022,Customer Service,Help Desk Technician,High School,"63,346",Good,No,17-03-2001,
877,00-49583058,Richard,Gonzalez,Female,New York,New York City,03-12-2021,Operations,Inventory Specialist,Bachelor,"51,390",Good,No,24-03-1975,
878,00-67459379,Karen,Martin,Male,Michigan,Detroit,23-10-2018,IT,IT Manager,PhD,"1,17,792",Excellent,Yes,22-03-1983,
879,00-24496399,Patricia,Smith,Female,New York,Rochester,31-12-2022,Operations,Operations Manager,Bachelor,"66,512",Excellent,No,24-03-1972,
880,00-66506603,Jessica,Martin,Male,New York,Buffalo,31-01-2017,IT,Software Developer,Bachelor,"55,776",Good,Yes,17-03-2001,
881,00-88453254,Susan,Taylor,Female,New York,Rochester,17-06-2023,Sales,Sales Specialist,Master,"69,087",Good,No,19-03-1995,
882,00-90977513,David,Martinez,Male,Michigan,Grand Rapids,03-02-2015,IT,Software Developer,High School,"81,114",Good,No,24-03-1972,
883,00-85088096,Mary,Wilson,Female,New York,Buffalo,11-03-2017,Operations,Operations Analyst,Bachelor,"58,965",Satisfactory,No,22-03-1983,
884,00-73850736,Joseph,Martin,Male,New York,Rochester,18-09-2018,IT,System Administrator,Master,"1,04,879",Good,Yes,22-03-1983,
885,00-70975394,Mary,Thomas,Female,Michigan,Detroit,16-01-2015,Operations,Operations Analyst,Bachelor,"1,11,149",Satisfactory,No,20-03-1991,
886,00-54495204,Richard,Miller,Female,New York,Buffalo,24-01-2017,IT,IT Manager,Master,"51,296",Good,No,17-03-2000,
887,00-84449447,Patricia,Jones,Male,New York,Buffalo,09-12-2019,Finance,Accountant,Master,"55,754",Needs Improvement,Yes,17-03-2003,
888,00-48131375,Jennifer,Davis,Female,New York,Buffalo,23-01-2023,Operations,Operations Analyst,Master,"82,239",Needs Improvement,Yes,19-03-1993,
889,00-33632711,William,Brown,Male,Ohio,Columbus,28-04-2024,Sales,Sales Consultant,PhD,"64,544",Good,No,22-03-1983,
890,00-50946121,Joseph,Davis,Male,New York,Buffalo,29-01-2024,Operations,Logistics Coordinator,Bachelor,"1,19,065",Good,No,23-03-1977,
891,00-18774822,Patricia,Jones,Female,New York,New York City,30-11-2023,Customer Service,Customer Service Representative,Bachelor,"1,19,803",Satisfactory,No,22-03-1980,
892,00-52674742,Karen,Wilson,Female,New York,Rochester,28-09-2017,IT,IT Manager,Bachelor,"88,559",Good,No,19-03-1995,
893,00-17148298,William,Jones,Female,New York,Rochester,20-07-2021,Customer Service,Help Desk Technician,Bachelor,"60,670",Good,No,24-03-1974,
894,00-92528662,John,Garcia,Female,New York,Rochester,09-05-2019,IT,System Administrator,PhD,"1,18,012",Needs Improvement,No,24-03-1975,
895,00-60181152,Thomas,Thomas,Male,Michigan,Warren,19-07-2020,Sales,Sales Representative,Master,"1,02,552",Good,No,26-03-1967,
896,00-37809859,Linda,Miller,Male,New York,Buffalo,05-09-2024,Sales,Sales Consultant,PhD,"78,651",Good,No,21-03-1985,
897,00-60611218,Charles,Garcia,Female,New York,Buffalo,08-11-2017,Operations,Operations Manager,Bachelor,"61,013",Good,Yes,21-03-1986,
898,00-57187591,Linda,Jackson,Male,New York,New York City,20-03-2020,Sales,Sales Specialist,PhD,"1,09,133",Satisfactory,No,24-03-1975,
899,00-59326617,Jessica,Hernandez,Female,New York,Buffalo,16-04-2019,Operations,Operations Manager,Bachelor,"1,07,892",Satisfactory,No,20-03-1990,
900,00-20185574,Barbara,Williams,Male,New York,Buffalo,13-06-2024,IT,IT Manager,Master,"79,850",Good,No,18-03-1998,
901,00-58350177,Mary,Moore,Male,New York,New York City,29-09-2018,Sales,Sales Consultant,Master,"82,771",Excellent,No,21-03-1985,
902,00-46838009,Michael,Martin,Female,Illinois,Chicago,03-08-2024,IT,System Administrator,High School,"89,252",Good,No,21-03-1986,
903,00-64198613,Richard,Jackson,Female,New York,Rochester,18-02-2015,IT,IT Support Specialist,Bachelor,"1,02,101",Satisfactory,No,20-03-1990,
904,00-38168948,Jessica,Davis,Female,New York,Rochester,01-08-2021,Customer Service,Help Desk Technician,PhD,"94,650",Good,Yes,18-03-1999,
905,00-35212337,Susan,Wilson,Male,New York,New York City,02-12-2019,Customer Service,Help Desk Technician,High School,"99,112",Good,No,18-03-1996,
906,00-27226260,Elizabeth,Smith,Female,Illinois,Aurora,02-02-2024,Customer Service,Support Specialist,Master,"79,555",Good,Yes,23-03-1978,
907,00-64139232,Sarah,Martinez,Female,New York,Buffalo,01-08-2021,Sales,Sales Manager,High School,"68,236",Good,No,19-03-1995,
908,00-54325475,Charles,Martin,Male,New York,Rochester,08-06-2021,Operations,Inventory Specialist,PhD,"76,765",Excellent,Yes,23-03-1979,04-02-2024
909,00-35278389,Jessica,Brown,Female,New York,Buffalo,21-05-2021,Sales,Sales Representative,Master,"62,221",Good,No,19-03-1994,23-12-2024
910,00-33841913,Mary,Martin,Male,New York,Buffalo,20-04-2015,Operations,Operations Analyst,Bachelor,"59,108",Satisfactory,No,22-03-1980,
911,00-41278022,Elizabeth,Taylor,Male,New York,New York City,06-02-2020,IT,IT Manager,Master,"1,17,964",Satisfactory,No,16-03-2004,
912,00-65144861,Richard,Garcia,Male,New York,New York City,12-06-2016,Operations,Inventory Specialist,PhD,"59,012",Needs Improvement,No,22-03-1980,
913,00-37713235,Robert,Miller,Male,New York,Buffalo,06-11-2019,Customer Service,Help Desk Technician,Bachelor,"90,673",Excellent,Yes,26-03-1967,
914,00-71600090,William,Miller,Male,New York,New York City,07-08-2016,Sales,Sales Representative,High School,"1,02,328",Good,No,26-03-1966,
915,00-80579265,David,Jackson,Male,New York,Buffalo,28-02-2020,Sales,Sales Representative,High School,"61,941",Satisfactory,No,21-03-1986,
916,00-71244438,Barbara,Martinez,Female,New York,Buffalo,15-11-2021,Sales,Sales Consultant,PhD,"82,654",Needs Improvement,No,19-03-1993,
917,00-67992341,Joseph,Gonzalez,Male,New York,Rochester,21-01-2017,Operations,Operations Manager,PhD,"55,723",Satisfactory,No,20-03-1989,
918,00-31197304,William,Moore,Male,New York,Buffalo,23-06-2022,IT,IT Manager,Bachelor,"1,14,682",Satisfactory,No,23-03-1978,
919,00-84198767,Patricia,Lopez,Male,New York,New York City,22-06-2023,Finance,Finance Manager,Master,"1,03,752",Good,No,23-03-1976,
920,00-37833011,Thomas,Johnson,Male,Illinois,Aurora,20-04-2015,Sales,Sales Manager,PhD,"99,958",Good,Yes,22-03-1983,
921,00-36092407,Richard,Johnson,Female,Pennsylvania,Philadelphia,23-10-2017,Customer Service,Customer Service Manager,Bachelor,"92,875",Good,No,24-03-1975,
922,00-19158638,John,Moore,Male,North Carolina,Greensboro,19-09-2017,Sales,Sales Representative,Bachelor,"1,11,707",Needs Improvement,No,21-03-1987,
923,00-32896080,James,Martin,Female,New York,New York City,26-12-2016,Finance,Financial Analyst,High School,"1,01,229",Excellent,Yes,19-03-1994,04-10-2021
924,00-11504663,William,Jones,Female,Pennsylvania,Pittsburgh,06-01-2019,Customer Service,Customer Service Representative,Bachelor,"54,514",Good,No,25-03-1970,
925,00-16409704,Thomas,Brown,Male,Pennsylvania,Pittsburgh,28-09-2022,IT,System Administrator,PhD,"56,870",Satisfactory,No,26-03-1966,25-07-2027
926,00-60653170,Michael,Davis,Male,New York,Buffalo,04-09-2017,Finance,Accountant,High School,"52,102",Satisfactory,No,23-03-1978,01-04-2018
927,00-55247029,Michael,Williams,Female,New York,New York City,22-11-2024,Operations,Operations Manager,Bachelor,"71,895",Satisfactory,Yes,17-03-2002,
928,00-24453078,David,Hernandez,Male,New York,Rochester,11-01-2022,Operations,Operations Analyst,Bachelor,"1,01,781",Satisfactory,No,23-03-1977,
929,00-38693064,Patricia,Lopez,Male,New York,Buffalo,12-12-2016,Customer Service,Customer Service Manager,PhD,"91,450",Good,No,16-03-2004,
930,00-71575863,Linda,Williams,Male,New York,Rochester,21-02-2024,Sales,Sales Specialist,Master,"55,759",Satisfactory,Yes,17-03-2000,
931,00-65176483,Elizabeth,Martin,Female,Virginia,Norfolk,22-02-2016,Finance,Accountant,Master,"62,418",Satisfactory,No,26-03-1966,
932,00-94674464,Richard,Jones,Female,Ohio,Cleveland,19-12-2016,Operations,Logistics Coordinator,PhD,"58,849",Good,No,22-03-1983,27-09-2020
933,00-70251890,Richard,Taylor,Male,New York,Rochester,27-04-2023,Finance,Accountant,High School,"80,488",Satisfactory,No,17-03-2003,
934,00-26650536,Elizabeth,Davis,Male,New York,Rochester,22-10-2019,Customer Service,Customer Service Representative,High School,"57,854",Satisfactory,No,18-03-1996,
935,00-49810955,Michael,Jones,Female,North Carolina,Raleigh,17-04-2017,Operations,Operations Manager,Bachelor,"1,08,160",Excellent,No,22-03-1983,
936,00-52619317,Mary,Taylor,Male,New York,Buffalo,08-04-2022,Customer Service,Support Specialist,High School,"80,016",Satisfactory,No,22-03-1983,
937,00-37624348,Sarah,Johnson,Female,New York,Rochester,14-10-2017,Customer Service,Customer Service Representative,PhD,"1,18,350",Good,No,21-03-1984,
938,00-94527978,James,Williams,Female,New York,Buffalo,14-10-2015,HR,HR Coordinator,High School,"68,550",Good,No,20-03-1991,
939,00-33310374,Charles,Moore,Female,New York,New York City,25-08-2017,Sales,Sales Manager,PhD,"1,11,220",Good,No,21-03-1985,
940,00-36512868,Linda,Wilson,Male,New York,New York City,17-10-2021,Finance,Accountant,Master,"87,401",Good,No,25-03-1968,
941,00-95309294,Michael,Rodriguez,Female,New York,Buffalo,24-11-2015,Operations,Logistics Coordinator,PhD,"99,508",Good,No,19-03-1994,
942,00-66733465,Thomas,Martin,Female,Pennsylvania,Allentown,11-11-2019,Sales,Sales Consultant,PhD,"52,596",Satisfactory,No,22-03-1980,
943,00-21171324,Elizabeth,Martin,Female,New York,Rochester,17-09-2016,Sales,Sales Consultant,Master,"99,866",Satisfactory,No,24-03-1975,
944,00-48013916,Richard,Moore,Female,New York,Rochester,23-05-2020,Customer Service,Customer Service Manager,Master,"67,911",Good,No,24-03-1974,
945,00-35451146,James,Smith,Female,New York,Rochester,11-03-2023,Sales,Sales Specialist,PhD,"1,03,025",Good,Yes,23-03-1978,
946,00-60082660,Richard,Thomas,Female,Michigan,Grand Rapids,10-03-2022,Customer Service,Customer Service Manager,PhD,"55,089",Satisfactory,Yes,18-03-1997,
947,00-85914700,Jennifer,Miller,Female,New York,Buffalo,11-11-2017,Operations,Logistics Coordinator,PhD,"98,258",Needs Improvement,No,17-03-2001,
948,00-66913730,Linda,Davis,Female,New York,Buffalo,22-05-2015,Sales,Sales Specialist,High School,"69,383",Good,No,20-03-1988,
949,00-29779316,William,Davis,Male,New York,Rochester,26-06-2021,IT,Software Developer,High School,"65,300",Needs Improvement,Yes,18-03-1999,
950,00-61586279,Richard,Jackson,Female,New York,New York City,24-10-2020,IT,Software Developer,PhD,"71,734",Good,No,23-03-1977,
